Area,Bedrooms,Bathrooms,Stories,Parking,Age,Locality Rating,Price,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,City_Pune,Furnishing_Semi-Furnished,Furnishing_Unfurnished,Main Road_Yes,Guest Room_Yes,Basement_Yes,Water Supply_Both,Water Supply_Corporation,Air Conditioning_Yes,Preferred Tenant_Company,Preferred Tenant_Family
5259,4,2,3,2,10,1,1499311,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
779,3,3,1,1,8,5,1218701,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
892,2,3,2,2,49,5,1061297,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0
5676,4,2,2,0,24,7,1483190,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2462,3,1,1,0,34,2,540750,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4284,3,1,3,0,31,6,1123874,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
464,5,2,2,0,48,2,610559,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
2968,5,1,2,1,13,10,1832394,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
5863,3,3,3,1,0,5,1654363,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
5648,5,3,3,0,16,4,1529777,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
2427,4,2,1,1,24,10,1310921,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
3095,1,1,3,1,7,5,870852,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1895,4,1,3,1,4,2,1285231,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
5658,3,3,3,0,4,8,1329667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
791,3,2,1,2,40,8,1046222,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
4914,4,1,1,2,34,6,1639436,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
4874,5,2,2,2,18,3,1335348,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
3961,5,1,1,0,22,4,1406717,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
2678,3,3,2,1,8,1,1759176,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
3499,2,3,3,1,29,9,1611262,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
600,5,2,2,0,49,10,1261388,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
5275,4,3,2,0,15,5,1559995,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
3504,5,1,3,2,32,8,1692110,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
4998,4,3,2,2,1,3,1743324,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2854,3,2,1,0,13,4,991840,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4045,5,2,1,2,45,4,1141322,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
1204,4,2,1,1,0,8,1253544,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
3131,3,1,1,0,25,9,885349,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
3173,2,1,2,0,24,3,1012200,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
1970,4,1,2,1,15,7,1146837,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
5456,2,1,3,1,14,9,1555973,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0
5981,2,1,2,1,25,2,1165653,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
3090,1,3,2,2,46,4,1195889,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
4240,5,1,2,0,43,3,1349458,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1428,4,1,3,2,15,8,1144351,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
902,2,3,1,1,13,4,747443,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
4893,1,1,2,2,28,9,1188554,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1270,3,2,3,1,23,1,1270896,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
4888,4,1,3,2,46,1,1468029,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
606,2,1,3,2,14,4,915131,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5534,5,2,1,1,18,3,1504715,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1884,1,2,2,2,7,3,840040,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
1263,2,2,3,0,33,10,1309141,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3190,5,2,1,2,1,2,1534809,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
963,2,1,3,2,26,10,1282706,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5516,4,2,3,0,9,10,1841120,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
4591,4,2,3,1,34,2,1240934,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2157,4,3,3,0,22,8,1555869,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
2078,1,2,3,2,48,1,1099128,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3642,4,2,1,1,7,8,1458983,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
5036,5,3,2,2,27,10,1705551,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1459,2,3,2,2,22,3,1392454,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
5679,3,1,2,0,3,2,1671369,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
2122,5,3,2,0,13,9,1406392,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
3714,5,1,1,1,41,5,1541790,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3557,4,3,1,1,28,5,1250771,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
3025,1,3,1,1,0,6,1120096,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
3129,2,1,3,2,3,4,1454137,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1997,1,3,3,0,31,7,1037983,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
3460,2,1,3,0,32,7,1369987,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
3093,2,3,2,0,48,9,930938,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
5291,1,2,3,1,25,6,1156876,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
5547,5,3,2,0,16,1,1670677,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
4027,2,1,3,0,38,9,1106741,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1763,1,3,2,0,22,10,1039694,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2381,2,1,3,1,31,9,1209223,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
5850,3,1,3,0,14,5,1160746,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
2063,5,2,1,1,12,7,1284693,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
1929,4,2,3,0,1,1,1310459,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
2438,2,1,3,0,18,4,1087702,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
5992,3,3,1,0,23,10,1406449,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
3702,4,1,2,1,44,4,1032009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2637,4,1,1,1,23,5,1042717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5904,2,3,1,0,10,6,1097999,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5896,1,3,2,2,21,4,1246587,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
1706,2,3,3,1,14,6,1245612,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
4429,3,3,2,1,9,10,1611770,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
3075,4,1,3,0,40,7,1243960,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
5468,2,1,3,2,26,3,1377579,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
1682,1,2,2,0,8,9,898023,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1109,2,1,1,1,27,8,1244552,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5975,5,3,2,1,0,1,1852605,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1
5930,1,2,3,0,16,2,979171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5144,3,3,2,0,30,2,1634241,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
4813,4,1,2,2,43,10,1586323,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
4148,2,2,3,2,9,9,1593898,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
5753,1,3,1,1,36,9,1409995,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
5179,5,2,2,2,28,9,1852191,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
1063,1,2,3,2,17,1,1018628,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2398,5,1,3,1,46,7,1229567,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
3845,3,3,2,1,37,3,1190329,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
4143,4,2,1,1,38,9,1192850,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1895,3,2,2,1,48,8,985545,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
3704,2,3,1,0,5,3,965897,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4163,1,2,1,1,39,1,944900,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0
5632,5,2,1,1,11,9,1621538,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
2253,5,2,1,1,13,10,1467851,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
5059,1,3,2,2,43,1,1282134,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
1691,1,3,3,1,9,3,946936,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3981,2,3,3,0,19,6,1261209,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
3857,3,3,3,0,14,6,1628479,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
2036,5,1,3,1,30,10,1687338,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
4096,2,2,3,0,6,4,954742,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
3399,3,3,3,2,40,2,1004300,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3552,2,2,2,1,9,10,1220586,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1098,5,2,1,0,9,6,1589161,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
2560,1,1,3,0,47,10,1005332,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0
4497,1,3,2,1,38,5,954113,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
5137,3,3,3,0,27,6,1443816,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1254,4,2,3,1,29,7,1606904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3874,3,3,1,0,36,9,1240736,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
5649,4,2,1,2,2,7,1709165,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5572,2,2,1,0,49,4,1230628,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
2107,2,1,3,0,42,10,836890,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
3177,5,1,3,1,14,5,1521122,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
2133,4,1,3,0,20,6,1183193,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
5935,5,2,1,1,36,9,1687720,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
5331,1,3,2,2,11,5,1520809,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
3910,4,1,3,1,3,5,1391402,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
602,3,3,3,1,46,7,706689,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3655,1,1,3,0,8,2,780373,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1
4618,1,1,2,2,38,3,731972,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
4896,3,2,3,1,41,2,1508564,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
1166,1,1,2,0,27,10,765533,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
4789,4,1,3,0,22,10,1456823,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
2727,5,2,2,1,44,2,1293780,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
3331,1,3,3,0,39,3,1182481,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1
597,4,1,1,1,43,6,1258759,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
2330,2,2,1,1,21,5,900027,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
3982,4,1,1,1,23,5,1034514,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
1008,5,2,1,2,25,2,1302960,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
3672,4,3,3,1,29,2,1725587,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1547,3,3,1,0,32,1,1169781,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
4682,5,2,2,2,15,3,1622930,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3797,2,2,1,0,21,7,1006820,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
2911,3,2,1,2,48,5,1395686,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
2194,4,3,1,2,49,7,1330276,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1059,5,1,3,2,42,9,1315413,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3211,2,3,1,2,17,6,925564,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1769,3,2,2,0,6,2,1072497,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2386,2,2,1,1,49,1,825179,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
546,4,3,1,0,25,1,1049724,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
3619,2,2,1,1,7,10,931736,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3311,1,3,2,0,5,9,996634,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2134,3,2,1,2,29,6,829871,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
2243,2,1,2,2,38,6,1260771,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0
888,4,1,2,1,22,4,1268563,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
3376,4,2,1,1,31,2,1274260,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2359,2,3,2,0,21,10,1344447,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
2785,4,1,3,1,41,3,1078888,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3319,5,3,1,0,42,3,1266996,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
5136,5,2,1,1,44,8,1651376,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2202,5,3,2,1,8,6,1065976,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
5934,1,1,2,1,30,7,923956,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
4461,2,3,1,2,6,9,1465263,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3769,1,3,3,2,8,1,1194695,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
662,4,2,2,0,12,2,1280285,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
1023,1,2,2,1,2,9,759794,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0
1416,4,2,3,0,34,5,1190786,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4043,4,1,3,1,32,4,1207199,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
5376,3,1,1,2,20,1,1459102,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
2449,5,2,3,2,30,9,1504996,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
5823,4,2,1,1,33,9,1464118,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
4123,3,1,3,1,31,4,1073007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4948,5,1,2,2,34,9,1681315,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3508,4,1,1,2,14,10,1331584,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
5679,4,1,1,0,31,1,1581422,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
4490,1,2,1,2,5,5,1159990,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2456,1,1,3,1,44,1,801573,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
3570,5,2,2,0,20,4,1429996,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
2082,4,3,1,1,32,5,1208006,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
2655,2,3,1,0,31,3,537524,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1554,1,1,1,1,18,2,572219,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4899,5,3,1,2,32,6,1813460,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
3591,4,3,2,1,27,3,1262955,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
2096,4,3,3,0,30,10,1349652,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4391,2,1,2,1,20,1,1350851,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
5123,5,1,1,0,33,5,1143907,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1
5082,4,3,2,1,14,2,1123747,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2048,1,2,1,2,13,2,670444,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
